risk_segment,MonthlyCharges,annual_at_risk
Low,111.95,442.050065825969
Low,69.1,248.579294557391
Low,90.45,283.862266813351
High,94.25,890.989796584622
Medium,98.8,507.513981286972
Low,60.5,22.9642484912425
Low,56.3,46.7217706671984
Low,115.65,490.631485520919
Medium,106.4,869.150312365377
Medium,74.3,498.435323460876
Low,20.25,6.58867978639299
Medium,92.55,691.198003287902
High,88.95,846.778194575596
Low,20.9,73.6723973943854
Low,25.6,17.8961714887225
Low,41.1,52.5581550180235
Low,98.7,398.213377281567
Medium,99.45,563.140484557291
Low,79.95,374.81009769767
High,69.25,730.301972855561
Low,66.8,95.1834880448686
Low,54.65,51.8568911741295
Low,54.95,32.9311308185318
Medium,31.05,173.629576900058
High,89.15,802.374871290639
Low,73.8,20.3620367768594
Low,72.1,11.1552853900449
Medium,55.8,283.439346460106
Medium,89.3,690.225569826732
Low,19.8,7.83312479786529
Low,20.45,28.6057877893579
Medium,101.15,506.715957207606
Medium,45.85,263.898250844026
High,95.65,834.133680031661
Medium,100.45,668.538886923452
Low,88.85,304.033953724454
Low,104.95,312.542660661418
Low,79.5,21.6634636386184
Medium,89.0,491.499108472953
Low,70.15,322.130410418566
Low,24.35,53.0707357406122
Low,111.05,173.517119727253
Low,24.55,5.45452966574191
Low,25.1,6.62527908706598
Low,56.75,33.3229807197819
Low,90.45,57.0848891747371
Medium,98.1,616.914073539382
High,74.9,761.539776701109
Low,61.2,280.527363932955
Low,110.5,337.808539423777
Low,69.7,240.971489805834
Medium,79.35,530.596899192592
Low,50.25,138.791166647278
Low,50.6,100.06032178457
Low,20.2,15.3033767652032
Low,65.2,205.562278592548
Medium,24.45,144.570152714664
Low,19.9,9.07847823643144
Medium,77.75,393.773624579669
Low,104.85,336.549344377624
High,88.55,896.864350900935
Low,95.0,431.9980561965
Low,20.55,5.25077928890209
Low,111.1,100.644624912439
Low,95.7,160.59189949602
Low,19.85,35.5586255887158
Low,19.45,85.9869520753125
Low,24.85,24.0669642016233
Medium,83.95,549.507467069164
Low,90.45,108.186777879677
Low,88.15,266.434520246248
High,100.6,1057.72227342839
Low,20.05,7.93202788874743
Medium,46.2,290.744895576035
Low,61.0,58.7743227339491
Medium,80.55,431.284401177213
Medium,50.9,354.814295860761
Low,69.5,135.346643355927
High,49.55,419.273489903298
Low,105.25,426.496951664641
Low,60.6,123.199433727364
Low,83.25,24.1464340977968
Medium,91.0,694.400768648519
Low,58.35,48.5084851968068
Low,100.5,36.3935615198698
Medium,104.3,578.075596471513
Low,54.2,141.317588887336
Medium,82.65,434.46199614157
Low,40.9,29.897083206198
Medium,78.9,437.131575665812
Low,20.3,28.0575923889337
Low,76.3,78.7487171182548
Low,51.1,113.722205200085
High,101.7,1052.2362687027
High,89.5,848.661593533642
Low,20.9,4.78063725873699
Low,89.45,58.3867319313223
High,74.35,725.725364431947
Low,33.6,37.7415040599266
Low,49.25,141.389451316863
Low,103.4,226.535345661443
Low,59.5,162.74928325632
Low,19.55,7.11925076166178
Low,36.5,116.339324746187
Low,60.0,44.9069037294416
Low,87.2,356.087207961763
Medium,50.15,304.23485961319
Low,105.05,217.37253162599
Low,25.15,57.6403887584152
Low,25.1,13.0616889831967
Low,108.1,209.837057246361
Low,80.55,68.8771190012487
High,101.35,973.339152589744
Low,100.9,193.10728887321
Low,94.55,414.748139736741
Medium,94.55,455.579906802953
Medium,75.15,627.826448094866
Low,98.3,114.502734142428
Low,20.65,88.8596245839446
High,91.1,814.506998107808
Low,99.7,119.229151589396
Low,19.85,33.6389781145972
Low,76.9,60.1963641927046
Low,45.9,180.982988061444
Low,100.65,415.115511352373
Medium,78.15,396.809159556222
High,75.35,647.980518616605
Low,109.3,177.773775751085
Low,19.25,31.6067027293494
Medium,94.2,769.169581871824
Medium,54.35,424.886861145818
Low,49.85,20.9700519180134
Medium,99.75,670.701344124396
Low,50.2,49.2373815759049
Low,56.6,17.0710012918785
Low,81.0,245.969750710957
High,86.05,924.461745601538
Medium,101.15,839.992524227004
Medium,85.45,448.800764965448
Medium,49.95,330.769686958379
Low,40.7,91.2347506783585
High,105.5,1083.10728608501
Low,20.8,4.25774910397876
Low,109.75,33.436152001082
Low,63.85,35.0704445336313
Medium,61.15,304.994231963799
Low,118.6,127.962909309094
Low,65.55,18.1457010227243
Low,45.4,28.2606252853834
Low,95.95,146.037075487785
Low,71.9,52.2161845465556
Low,18.8,23.5896600370609
Low,104.75,133.422017861357
Low,44.05,168.673542559431
Low,82.85,155.644563703985
Medium,80.0,646.557155163585
Medium,104.1,753.192171610416
High,85.85,770.222244715392
Low,64.95,19.3672833688785
Low,20.0,33.8931769416596
High,74.35,696.255759289762
Low,105.25,135.357794822624
Low,65.55,18.482597202858
Low,88.85,22.6334182058761
Low,59.9,19.8476063034162
High,91.3,972.338729353346
Low,70.9,17.4264000385829
Medium,86.6,699.215618688871
Low,80.3,56.2625753780167
Low,61.4,18.772689996332
Low,19.65,7.24522598047681
Low,20.2,7.75176554668436
Low,60.95,27.388580568866
Medium,104.6,528.598314955016
Low,70.0,231.366015045611
Low,19.95,29.939634845418
Low,70.85,53.5145852394586
Medium,83.55,664.692004174028
Low,80.7,22.3097324090142
Low,59.05,122.563977001034
Low,47.85,45.3551630958768
Low,35.8,20.8826698099296
High,69.4,630.324809311256
Low,84.1,87.9800057439681
Low,20.05,3.48093319022799
Low,64.85,64.1397134680651
Low,72.8,46.8611191923432
Low,18.8,11.3572176343641
Low,59.0,129.024952915693
Low,23.15,33.2626046997051
High,69.1,647.211618725085
Low,84.45,65.7304404442617
Low,35.15,94.6770065353254
Medium,95.4,606.269792751164
Low,54.0,133.904280632622
Low,78.95,326.818513437358
Low,81.0,111.707729363485
Low,71.4,35.9785273367602
Low,74.1,243.098289469138
Low,19.7,3.88999844633505
High,73.0,721.474761870289
Medium,76.45,453.833577958316
Medium,98.9,611.156467595584
Low,81.85,285.504551137743
Low,55.7,74.4442921941543
Low,18.95,15.2776107073895
Low,25.55,25.9929059231227
Medium,107.55,610.412551880887
Low,92.05,86.3781355008918
Low,106.6,180.383522060312
Low,84.2,81.6502819791906
Low,20.55,4.35908295548232
Low,49.55,62.6617680391823
Low,65.0,108.935560747001
Low,77.75,269.681194012811
Low,20.65,9.14323168963559
Low,110.35,192.48274558771
Low,74.85,64.7878105293595
Low,97.0,205.076166364657
Low,78.85,210.167069793171
Low,74.55,105.938880706839
Low,92.0,46.1006890315745
Medium,84.95,702.637750443928
High,79.65,829.307380941917
Low,20.45,22.2059930139794
Low,84.0,53.0274279896954
Low,99.25,342.764928298702
Low,19.8,3.06662278896205
Medium,101.5,677.030853611037
Low,89.0,79.5643364263598
High,85.65,825.942128048104
Low,79.25,18.4558512890733
Low,54.55,241.770370672742
Low,106.1,49.0739169409696
Low,103.7,426.312378520435
Low,96.4,193.68299505333
Low,24.4,5.28369866511521
High,86.55,751.039326458248
Low,85.8,314.942918385808
Low,21.05,89.6131792999269
Low,19.55,20.7065205219467
Low,50.95,120.649921737667
Low,19.85,3.48821208175088
Low,58.85,165.878521964552
Medium,94.8,774.198862500355
Medium,75.6,417.796301249862
Low,87.95,21.1556310898222
Low,35.35,25.0963634768079
Low,20.05,90.2705097687598
Low,25.1,7.01129623325481
Low,26.35,62.9056189338734
Medium,117.45,876.944518343037
Low,96.35,49.4064649241441
Medium,68.95,520.584532368297
High,69.5,698.51005866348
Medium,94.45,674.026089481588
Medium,89.75,475.661587868488
Low,20.0,4.57477249639903
Low,61.35,12.4646892075063
Low,60.2,100.251223279252
Low,24.75,3.7075557797188
Low,94.75,332.866462303769
Medium,99.15,598.707137223156
Low,79.2,53.40753018528
Medium,97.65,668.830049124393
Low,70.5,45.0652834413596
Low,51.05,47.4919498236909
Low,19.8,9.98127327908089
Low,20.55,43.1428497954983
High,70.75,624.857204793437
Medium,49.05,273.904190315492
Low,58.2,95.1860268130548
Low,19.75,8.74473733028101
Low,93.15,95.5023775690491
Low,20.1,19.9549693540699
Low,95.25,411.730814866819
Low,85.5,23.8026390494446
Low,111.8,108.303760609319
Low,80.85,69.238242996276
Low,19.7,9.80710832556738
Medium,90.0,688.460945204862
Low,105.75,133.849914625022
Medium,29.7,168.94230404696
Medium,99.55,656.090270481432
Low,80.0,222.128463929614
Low,95.85,313.868246162811
Low,89.75,84.9496566174546
High,75.8,731.483378257334
Low,74.65,42.0136758072919
Low,61.4,161.484339670758
Low,54.1,110.024361493875
Low,100.55,42.4464472166658
Low,86.9,23.3532073780119
Low,20.3,4.63694695360403
Low,20.35,26.563634054399
Medium,84.5,618.442321243984
Medium,77.65,503.913172511282
Low,106.0,469.349100579943
Medium,55.9,308.844047586646
Low,19.35,8.82756552135419
Low,90.15,21.872289838631
Low,62.1,146.459730746608
Low,75.25,334.336959324444
Low,99.4,196.734430704968
Low,52.7,23.8017991285856
Low,20.25,58.9603754305986
Low,105.05,177.669343435836
Medium,75.2,426.578150028682
Medium,83.35,510.13751718634
Low,64.15,23.9098264985063
Medium,55.3,405.477218020059
Medium,101.35,536.428839121783
Low,24.75,3.7075557797188
Medium,88.45,677.242088204104
Low,97.1,191.521851600776
Low,29.25,90.0087248806749
Medium,89.45,461.703252166408
Low,79.3,251.184705312401
Low,24.7,16.0993519320505
Low,19.5,8.42798850020193
Low,74.25,266.383809396469
Low,29.35,86.3457131740669
Medium,88.25,538.941511617607
Low,20.0,5.11024748311639
Low,19.85,20.764867519266
Medium,45.3,321.183693606166
Low,20.4,8.42355099234935
Medium,60.25,469.01794149446
Low,92.55,281.341464173959
Low,101.3,42.7063821920272
Low,20.15,4.60908329012202
Medium,79.75,571.895176759154
High,96.25,916.29259422451
Low,79.7,19.7265197164027
High,69.15,694.992382109059
Low,82.15,24.9194741024088
Low,68.95,140.319212810392
Low,19.55,20.1997642763566
Low,59.9,281.926856375567
Low,44.75,183.372662696565
Low,44.6,16.2002400062218
Medium,75.35,613.765574192941
Low,19.7,26.3000110302805
Low,61.25,147.490919849509
Medium,29.85,193.879977803644
High,35.25,318.07021097964
Low,86.7,20.5414501011612
Medium,75.9,364.433064403762
Low,108.05,57.0092976802942
Low,58.75,36.1024491514409
High,78.65,789.139935573156
Low,59.6,115.381940313147
Low,25.45,49.19949832543
Medium,96.5,771.199689763528
Low,84.35,20.1160840373967
Low,20.5,19.9533272102041
Low,25.4,4.96294459728961
Low,19.65,31.0210895840923
Low,20.5,4.88644279340802
Medium,70.7,455.367059134712
Low,71.9,19.0155747524604
Low,20.95,73.8486471489175
Low,54.3,25.0175939201888
Low,77.35,18.917080590451
Medium,95.7,554.095831492658
Low,110.05,167.38051097542
Low,107.5,304.904184580359
Low,47.85,24.3166319254849
Low,19.75,6.824574357393
Low,93.25,138.841620441312
Low,59.6,24.2603427748579
Low,49.2,168.756532632094
Medium,46.1,252.895794437877
Low,20.55,9.56297497234926
Low,109.9,498.362498673337
Medium,44.35,253.665784312728
Medium,44.75,274.755739626432
Low,88.55,28.5574374320141
Low,74.6,25.3875780105469
Low,45.2,49.1739870410715
Low,65.6,18.4966952937832
Low,89.4,15.8278390576137
Medium,70.1,476.566929009816
Low,30.05,60.5168741197415
Low,89.2,364.637225088054
Low,106.0,276.457829933639
Medium,45.0,327.221338006073
Low,56.25,28.5665978829222
Medium,75.15,431.268411156709
Low,79.85,79.1431212080275
Medium,70.25,537.346350487036
Low,64.3,33.7575814014205
High,94.6,1027.095182559
Medium,93.6,685.272351553397
Medium,86.3,628.414272154193
Low,19.85,16.0700548502001
Medium,84.9,488.835734311331
Low,81.2,76.4312240768832
Low,75.5,217.94555243066
Low,35.9,125.097264827949
Low,89.1,236.673883992206
Low,54.8,75.3442029563487
Low,60.8,21.1385694379814
Low,26.0,5.90227789886077
Low,79.1,218.431098448922
Medium,47.8,257.864207805591
Low,114.3,78.717937671127
Low,107.05,229.580785609442
Low,95.1,394.657368646405
Low,25.55,5.2538018302004
Low,111.55,315.903416550144
High,74.6,713.393127989997
Medium,101.1,485.607394300915
Low,53.65,22.6637383716679
Low,68.3,19.6115632341906
Low,75.0,34.092676279595
Medium,73.85,399.42978754686
Low,19.95,3.92136733333084
Low,20.4,8.15738314991941
Low,20.2,19.0410133343483
Medium,99.95,797.454210017674
Medium,95.0,469.396953607707
Low,93.85,422.979272311482
Low,25.15,5.01936737218663
Low,55.3,9.78793038176459
Medium,45.55,222.501361836127
Medium,68.6,363.723292478896
Low,113.3,281.878895653515
Low,19.95,79.2300990519688
Medium,80.5,566.036488071335
Medium,50.55,420.162238675059
High,95.6,941.137539074656
Low,94.25,394.186824111658
Low,105.4,313.727116305833
Low,20.85,35.3336369616801
High,95.15,977.611317612364
Low,19.8,4.23421422237818
Medium,88.9,633.105012403353
Medium,80.0,551.008350492576
Low,25.35,48.5130368895611
Low,19.95,30.9634216516749
Low,34.65,132.418922633564
Low,108.95,38.358528957171
Low,25.05,100.97877067341
High,100.8,1123.74018061783
Low,58.25,26.5666408051653
Low,21.0,4.60780544422447
High,78.95,822.019054932383
Low,23.75,12.7039656910374
Low,49.45,204.973152043783
Low,20.5,4.49809579079056
Low,48.95,167.537495427819
Low,20.15,6.91146198620081
Low,24.75,6.03010864091179
Medium,25.05,176.502554960911
Medium,98.15,741.237608522873
High,40.2,388.438469288914
Low,35.05,43.9540155773012
Low,94.0,309.900163265708
Low,104.9,88.1582924460183
Low,59.7,17.790748562676
Low,25.75,102.593906426358
Low,75.8,19.8492526213629
Low,86.35,94.9664474052712
Low,117.15,30.6118608659414
Low,35.3,69.4399306794129
Low,74.3,41.3395381858724
Low,19.25,4.52699040977148
Low,49.35,35.1286535628969
Low,92.15,419.666848958624
Low,101.3,438.300616685726
Medium,85.8,491.073362074685
Low,103.9,142.649146617373
Medium,44.3,297.403081542756
Low,53.95,106.184043418038
Medium,106.15,560.960238460814
High,93.85,985.53291393084
Low,29.9,28.1012076956285
Low,66.4,90.0620638975133
Low,80.7,39.5258400699601
High,74.35,754.979985384545
Medium,44.8,219.162875786026
Medium,55.3,278.076287999018
Low,35.75,111.497359478836
Low,50.45,146.026942234699
Low,49.5,77.3342561862424
Low,64.2,229.934851921715
High,84.6,768.43033238868
Low,64.9,87.2216802279581
High,79.6,822.145397721695
Medium,80.25,406.462644768289
Low,100.55,307.49913336671
Low,55.9,22.7851795702154
Low,49.35,44.3563387517487
Low,85.2,359.222923830634
Low,59.3,34.4501255849618
Low,20.05,16.1124890075402
Low,19.8,7.60651175829976
Low,114.6,77.8102596585948
Low,110.9,297.91595033389
Medium,85.3,486.352603826923
Medium,98.4,760.777238055473
Low,61.4,26.4358789169499
Low,115.55,482.00825595158
Low,100.15,439.764220136491
High,69.65,734.520323601297
Low,69.2,23.7835017076507
Low,19.55,4.86442091099176
Low,59.55,251.608032374629
Low,26.1,3.90978609497619
High,80.25,686.999680286953
Low,64.65,42.9029874761656
Low,19.3,10.1938355203634
Low,104.55,107.748095462566
Low,21.05,20.8981146717996
Low,54.6,171.765965759517
Low,81.55,204.033075698043
Low,24.1,7.97350465147887
Low,60.6,32.4691569641107
Low,108.25,277.138481295891
Low,107.15,296.625386944559
Low,20.4,59.3971189523068
Low,20.05,9.21945020579729
Medium,104.4,672.675268663601
Low,19.15,33.7456736467408
Low,79.85,303.17802697399
Low,60.6,64.3729383178499
Low,35.75,35.1001265274797
Low,83.65,75.7249547426885
Low,69.5,110.307768410198
Low,24.85,4.08985613565399
Low,25.6,5.58541197329265
Medium,89.8,723.497028732979
Low,35.4,25.4704911103449
Low,53.3,16.9981385710562
Medium,94.3,761.055315876653
Low,55.8,51.9910338379431
Medium,94.5,481.683215673696
Low,20.0,35.9603913082534
Low,106.35,482.341586045102
Low,74.75,240.332043442744
Medium,80.25,455.07340899418
Low,103.05,221.055603936239
Low,101.6,170.124667915594
Low,94.6,317.074080081111
High,73.65,766.920031800972
Low,105.95,327.765100718433
Low,100.2,444.39125052089
Low,19.85,27.7664981720662
Low,21.15,34.8538069365142
Medium,20.2,115.978380205446
High,75.35,788.132764529304
Low,55.35,47.6227067086744
Low,25.0,5.14070629178121
Low,38.25,13.4968492626987
Low,19.75,40.1838656465006
Low,19.95,30.0773503241215
Low,84.1,24.6552852576126
Low,75.2,31.2047826726101
Low,19.25,18.1749749819569
High,89.9,902.160450949664
High,80.8,742.198813117223
Low,107.95,256.65256589735
Low,49.65,131.734029248479
Medium,89.55,517.307058289804
High,85.2,768.177879435255
Low,98.2,34.3717617490932
Low,20.05,24.8542826569354
Medium,104.5,580.483028067215
Low,19.45,3.26305351914727
Low,20.05,3.98269342685747
Low,99.05,50.143388845417
High,100.6,1010.99200216407
High,70.1,691.431597068529
Low,55.2,41.0344092090673
Low,20.05,8.01742804685707
Low,24.35,11.6744825528271
Low,19.85,4.45339920170548
Low,60.9,191.951749337871
Low,35.0,59.2348265040068
Medium,101.4,597.372876247942
Medium,69.6,455.711290106859
Medium,69.0,379.542491135165
Low,20.7,7.95226229276793
Medium,45.05,294.025738740933
Low,109.55,45.0223935185379
Low,75.15,27.9952958319325
Medium,103.05,687.233907914811
Low,90.05,27.1925683961706
Medium,54.75,427.320863372837
Low,42.4,126.773256040494
Low,56.8,14.6165918689746
Low,60.55,71.1157979298409
Low,115.25,56.2707623436103
Low,102.6,431.49476282127
Low,24.9,16.5867181088207
Low,24.3,5.86923177969462
Low,47.05,54.2210951531885
Low,64.75,193.487694509507
Low,49.7,99.667981459051
Low,20.75,15.4105791549129
Low,24.45,6.59585404141694
Low,116.55,64.2364509225293
Low,93.9,404.204066302364
Low,105.95,467.104478483555
Medium,75.35,468.942078580871
Medium,24.4,196.769040186747
Medium,90.8,578.737931426858
Low,102.6,124.486854462114
Low,108.65,191.180185165826
Low,104.05,90.0333523693789
Low,104.6,129.903125664782
Low,91.7,236.184690245659
Low,19.95,35.8704903299828
Low,105.0,282.793978544538
Low,25.45,57.1608562886931
Low,80.75,117.599897922549
Low,19.5,86.0834235579578
Low,24.05,6.09618432724343
Low,35.4,46.797256189097
Medium,70.55,359.365692164984
Medium,71.3,511.796825640745
Low,84.8,197.572908602101
Medium,45.7,324.133988863312
Low,23.3,4.04860409517306
Low,99.4,474.847083144329
Medium,104.05,501.621762310375
Low,96.0,264.520755831863
Low,100.9,171.17810564526
High,98.1,1018.31357894852
Low,109.95,38.7106035689853
Medium,89.15,529.020676159279
Low,19.6,5.06022025734092
Low,65.0,83.0609574438796
Low,89.3,238.920335821714
High,71.35,660.672889645683
Low,72.35,48.2397090680184
High,43.3,458.204640294313
Medium,44.65,215.152081778568
Low,50.8,189.782634006304
Low,91.7,282.780369192391
High,84.85,846.827390187419
Low,104.65,101.832478367648
Low,106.45,447.824568971786
Medium,94.55,518.085908695972
Low,19.9,4.74342495555217
Low,93.4,38.4752893212879
Medium,101.75,748.570836692635
Low,105.4,162.668589839932
Low,104.7,326.964321519184
Low,89.4,208.221080551199
Medium,101.25,596.749648083331
Low,20.35,36.5896981561478
Low,44.3,195.88611724557
Low,69.45,140.612500823146
Low,81.95,27.5300391605615
Medium,103.65,520.546787908249
Low,19.75,80.0459881572377
Low,88.0,23.8222106338508
Low,83.55,257.08982951771
Low,90.35,274.102223012969
Low,19.6,4.30061841460951
Low,94.25,33.8740606138087
Low,19.3,67.047514014926
Low,19.85,4.54046170267604
Low,55.65,13.9179698392404
Low,50.3,210.311547245013
High,35.75,328.926162919275
Low,19.55,4.47184011523005
Low,20.1,4.41032806804342
Low,75.15,113.733247470518
Low,84.9,47.1190590870516
Low,19.55,69.4028473603489
Low,94.65,374.45909748907
Low,54.45,27.1826407188509
Low,19.05,12.8883025927224
Low,82.7,24.3634158411375
High,106.1,916.37863414046
High,99.95,932.094159358617
Low,108.0,146.40205893779
Low,51.1,129.63543201639
Low,20.15,8.35998804828128
Medium,104.2,593.317967900599
High,80.3,720.163581986822
Low,20.9,5.12311144824772
Low,25.7,5.58832694166583
High,93.85,974.706479851967
Low,101.1,460.076087479634
Medium,75.9,619.75705451046
Low,99.15,153.438151985047
High,86.5,839.659046361685
Medium,89.85,480.151693790457
Medium,95.95,514.346138704636
Low,98.05,121.68605597742
Low,59.55,101.117350737949
Medium,45.8,324.843253609183
Medium,73.55,431.30742682038
Medium,70.05,487.802947935242
Low,18.95,3.94004864964039
Low,117.6,18.7321003168093
High,82.3,809.636759269537
Low,114.35,119.215147034343
Low,90.05,357.913540852601
Medium,54.45,281.848057617825
Low,24.95,5.22051270028405
High,71.15,689.467997323393
Low,73.85,243.328154761543
Low,20.85,4.56343703624941
Low,20.55,3.80156109160544
Low,44.65,139.542739798603
High,84.7,720.380728500769
Low,94.65,312.135319347284
Low,103.75,74.4585898895342
Low,76.0,84.326599408916
Low,53.9,98.0967712669666
Low,80.6,17.7562348363944
Medium,98.85,605.420407842521
Low,20.7,33.9874673505212
Low,94.7,440.680721573499
Low,105.5,82.9482948197217
Medium,98.9,563.656681150831
Low,89.85,87.2967754055671
High,85.2,812.721987478922
Low,54.85,32.1850523461273
Medium,80.05,594.845743253348
Low,20.45,4.22009799694838
Low,33.45,86.3880188348227
Medium,24.45,177.518825635093
Low,54.7,155.647972485526
Medium,70.3,551.97425056884
Low,84.1,45.9710652581027
Low,70.7,79.4831968130999
Low,109.25,69.2908974183125
Low,74.0,18.0016210277522
Low,20.35,4.65483101508601
Low,90.05,393.020374005389
Low,73.95,242.511384357676
Medium,86.2,546.956861038425
Low,87.2,63.8146990914276
Medium,85.2,703.563148421742
Low,43.95,196.608076070278
Low,110.8,39.0914185340531
Low,20.9,73.6723973943854
Medium,58.7,306.648521008533
Low,36.25,31.6072955452428
Low,79.95,101.377666635608
Medium,98.5,817.266101789626
Low,90.95,19.1114488568716
Low,78.3,343.756891729696
Medium,44.8,325.767020948268
Low,20.75,16.6750197958334
Low,20.4,10.7748313272235
Low,99.95,435.668732237873
Medium,105.65,798.091569983999
Low,108.1,219.86254650086
Low,25.6,5.68781912191417
Low,84.8,65.1383169947243
Medium,89.15,628.677392102088
Low,68.75,42.0978152186329
Medium,81.0,601.905124341301
Low,115.05,28.2811045855511
Medium,101.35,686.047875844271
Low,94.35,110.951537974802
Low,50.15,156.343667002554
Low,94.75,182.683437326944
Medium,73.85,401.706498806761
Low,70.3,143.141196334216
Low,109.15,242.829412535308
Low,20.75,5.88531421421436
Low,20.7,31.6083810001997
Low,19.65,6.29380060047188
Low,103.05,334.309015281574
Low,110.25,108.633032465304
Medium,75.65,616.215217988796
Low,59.8,25.9340990011934
Low,25.0,5.49026769053058
Low,75.1,53.0288842725108
Medium,80.1,504.335751924967
Low,109.2,114.802665147527
Low,26.3,15.9073058875255
Low,71.8,60.2528578643617
Low,61.35,23.8936150341743
Medium,69.85,400.852941041864
Low,94.95,78.391683867925
Low,95.0,184.247191743356
Medium,103.3,585.364326169806
Low,24.2,4.97620369044421
Low,20.5,11.6113637421315
Medium,44.45,272.913801707148
Low,59.45,187.896137868762
Low,101.4,364.403927644772
Low,34.4,59.4304868374156
Low,54.65,74.3900767224237
Low,111.05,317.354165429921
Low,84.9,212.65180192698
Low,104.65,407.465183265489
Low,64.2,60.3472950935125
Low,99.0,36.5411235001515
Low,78.85,275.808557623418
Low,96.9,347.488778708865
Low,21.15,3.65209781833548
Low,18.85,15.6779663202331
High,81.3,723.366803380925
Low,106.85,95.776225746815
Medium,19.9,108.770206401119
Low,25.9,54.4339381819766
Low,107.65,146.321453242977
Low,95.8,401.702559350065
Low,20.5,87.2717423110927
Low,26.1,10.6723458177323
Low,106.5,289.276856473471
Low,104.8,395.212734892246
Medium,90.05,518.540892011158
Low,42.1,14.5774561480128
Medium,19.95,106.926098239872
Medium,95.15,527.174952790077
Low,110.2,149.568054150202
Low,78.5,299.182277222351
Low,89.55,118.620237194335
Low,19.6,5.01389614359454
Low,19.2,10.1299896767104
Medium,50.65,299.427615623979
Low,94.65,236.914166569801
Medium,73.55,491.305051255706
Low,19.9,89.5951692966743
Medium,69.95,375.061857771178
Low,19.25,9.58308808462802
Low,80.6,48.8917861863413
Low,90.4,339.601010830689
Low,35.55,21.1522372920926
Low,25.1,45.1132485131837
Low,19.9,44.2204438573179
Medium,56.15,301.212597073366
Medium,95.5,640.328670693014
Low,20.05,7.39271149661883
Low,111.3,33.7903829378286
Low,59.45,96.3101491038381
Low,19.55,3.39412687625722
Low,65.3,17.9097668219163
Low,98.3,98.8437270608208
Low,104.0,264.469661392486
Low,19.7,3.05451155718907
Medium,105.05,516.91687005635
High,74.9,695.012972453157
Low,19.3,30.4685510927726
Low,30.2,59.5214786014902
Low,101.35,170.853185809483
Low,85.0,22.012293132889
Medium,19.6,97.6921950613665
Low,85.3,240.81084275172
Low,80.45,15.6156268427954
Low,33.55,26.9057395691652
Low,90.8,15.3062619721942
Medium,90.5,747.054607712893
Medium,45.95,299.899726862283
Low,19.4,30.1097934858393
Low,88.4,119.643295296024
Low,92.95,437.240109507289
Low,20.45,21.392520945541
Low,19.4,7.45284485409169
Low,89.65,31.0277964347453
Low,51.1,244.696567476472
Low,85.3,26.3924746396149
Low,61.8,76.4164393826735
Medium,78.95,607.677917903869
High,98.75,999.673406472058
Medium,45.85,258.047929106376
High,97.95,1021.63633591424
High,101.95,1050.84752990486
Low,25.85,109.718622554219
Low,20.4,4.80720164278813
Medium,94.85,610.168644129256
Low,74.85,43.9133826198044
Low,89.3,21.48036220945
Medium,70.9,493.722041521894
Low,54.2,15.6167153792132
Low,103.7,306.150618543721
High,84.0,783.725958662638
Low,105.1,335.990955010663
High,101.15,939.220026010871
Medium,55.15,281.543256086855
Low,90.45,26.5121990036911
Low,20.05,16.7929515965956
Medium,85.35,602.85289730314
Low,102.65,61.5822201956721
Medium,96.2,711.177472501445
Low,50.85,95.9377699897237
Low,102.1,162.945836051666
Low,19.85,80.451284299806
Low,105.45,422.887774844471
Low,106.65,155.059437181805
High,78.55,737.206339627954
Low,24.65,5.5398139529826
Low,85.45,30.9147265955027
Low,25.75,6.21945342910027
Medium,87.95,670.719263160983
Low,20.0,7.37427580710108
Low,54.55,67.3289492730252
Low,64.4,114.415681609855
Medium,24.3,133.481239523323
Low,71.0,326.033629931835
Medium,48.55,309.384992933704
Low,100.3,251.173297625935
Medium,109.15,698.926901110121
Low,100.55,168.905743183126
Low,34.05,22.9962797911302
Low,29.6,114.713667346945
Medium,74.55,448.100861708958
Low,86.5,22.0347853101664
Low,24.75,4.93953647958724
Low,65.5,164.672343240187
Low,84.8,302.82854548935
Low,19.85,78.8055900109194
High,84.85,761.250686155508
Low,94.4,393.571169116999
Low,111.15,117.405235854912
Low,20.05,90.2705097687598
Low,60.5,28.3833869457361
High,85.15,750.90078995058
Low,99.0,399.077926008524
Medium,105.7,759.180160820486
Low,59.8,141.15654481813
Medium,74.65,533.6427442907
Low,20.05,7.70255357342981
Low,21.45,4.90644350238796
High,79.5,827.745596797017
Low,79.8,178.406913051074
Low,58.9,28.1920919785239
Low,100.55,448.393653857314
Low,104.45,306.19670786248
Low,29.05,125.274141684544
Low,116.95,41.1751258516856
Low,20.45,21.129676698286
Low,20.4,4.63223417230732
Low,38.1,53.4875591585907
Low,54.8,23.4676125441889
Low,24.25,5.3151057969433
Low,24.9,11.8806904741378
Low,70.6,34.8311001543227
High,92.0,829.704855530302
Low,23.9,4.05791449744648
Low,75.1,12.1884584391756
Low,100.35,210.39593747135
Medium,93.8,471.879931120601
Low,50.9,29.9996156174755
High,23.45,235.084989252028
High,89.5,828.376695489286
Medium,100.75,693.112728465478
Low,97.45,67.5284798681718
Low,83.55,15.825865123197
Low,82.0,17.9489207971715
Low,55.35,45.5935210528062
Low,48.25,206.510394619019
Low,88.3,396.567886016717
Low,104.3,108.309393828867
Medium,85.4,712.5849447786
Low,40.55,15.6132358484453
Low,59.7,78.9350461633168
Low,100.05,77.2959021762465
Low,77.3,22.1053892083365
